"","TEAM_ID","TEAM_NAME","GP","W","L","W_PCT","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","PTS","PLUS_MINUS","GP_RANK","W_RANK","L_RANK","W_PCT_RANK","MIN_RANK","FGM_RANK","FGA_RANK","FG_PCT_RANK","FG3M_RANK","FG3A_RANK","FG3_PCT_RANK","FTM_RANK","FTA_RANK","FT_PCT_RANK","OREB_RANK","DREB_RANK","REB_RANK","AST_RANK","TOV_RANK","STL_RANK","BLK_RANK","BLKA_RANK","PF_RANK","PFD_RANK","PTS_RANK","PLUS_MINUS_RANK","team_season"
"59","1610612742","Dallas Mavericks","1","0","1","0","1.3","0","3","0","0","3","0","2","2","1","1","1","2","0","0","0","0","0","1","1","2","0","14","13","3","13","16","15","16","15","13","14","13","15","15","1","12","16","16","14","1","13","13","1","1","14","16","9","2007-08"
"60","1610612742","Dallas Mavericks","14","7","7","0.5","77.1516666666667","47","119","0.395","5","24","0.208","67","84","0.798","25","54","79","16","27","9","6","3","51","54","166","20","1","2","16","6","1","1","1","11","4","2","13","1","1","7","1","1","1","3","16","2","1","12","16","1","1","2","2005-06"
"61","1610612742","Dallas Mavericks","16","11","5","0.688","49.8283333333333","33","70","0.471","9","22","0.409","62","68","0.912","9","34","43","16","6","13","5","4","18","43","137","71","1","1","14","4","3","2","4","2","1","3","1","1","1","3","2","3","4","1","9","1","5","10","12","1","1","1","2010-11"
"62","1610612742","Dallas Mavericks","2","0","2","0","2.73333333333333","2","4","0.5","0","1","0","5","5","1","2","2","4","0","0","0","0","0","2","2","9","0","14","13","2","13","15","15","15","2","15","15","15","12","13","1","10","15","14","15","1","14","12","1","1","14","15","8","2014-15"
"63","1610612742","Dallas Mavericks","2","1","1","0.5","12.7583333333333","10","23","0.435","5","12","0.417","2","3","0.667","2","9","11","4","4","1","0","1","5","4","27","-8","12","8","1","6","11","10","11","6","5","9","3","12","12","12","9","10","11","9","7","10","11","5","4","11","11","10","2019-20"
"64","1610612742","Dallas Mavericks","2","1","1","0.5","5.6","5","10","0.5","0","2","0","0","2","0","1","5","6","1","1","1","1","2","2","2","10","2","13","10","2","7","14","11","12","1","14","14","14","15","15","15","13","10","12","15","2","11","9","6","3","15","14","6","2015-16"
"65","1610612742","Dallas Mavericks","3","0","3","0","12.7166666666667","5","27","0.185","0","6","0","5","7","0.714","8","13","21","3","7","1","2","1","5","0","15","-4","10","12","8","12","10","11","8","15","13","10","13","12","12","5","4","8","6","9","12","11","7","5","5","1","12","13","2003-04"
"66","1610612742","Dallas Mavericks","3","0","3","0","14.72","6","25","0.24","0","9","0","14","14","1","6","10","16","2","6","2","1","2","15","7","26","-8","12","14","5","14","10","12","10","15","14","6","14","7","10","1","6","9","8","13","9","8","7","6","11","10","11","12","2011-12"
"67","1610612742","Dallas Mavericks","3","0","3","0","8.29333333333333","3","13","0.231","1","4","0.25","7","7","1","1","4","5","3","1","2","2","1","5","4","14","-11","8","13","11","13","9","12","9","15","10","10","9","12","12","1","11","11","12","10","4","4","4","7","4","12","12","13","2009-10"
"68","1610612742","Dallas Mavericks","3","1","2","0.333","9.595","3","12","0.25","1","9","0.111","8","12","0.667","4","10","14","1","6","0","1","0","8","8","15","-10","12","11","2","9","11","13","14","13","8","8","12","11","10","12","8","9","9","13","10","11","7","1","5","10","13","11","2006-07"
